entry,at,order
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T06:02:22.912Z,167600894291200
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T06:02:21.505Z,167600894150500
"""Zach @ 0d09iha5xa"" posts a big blind of 0.05",2023-02-10T06:02:15.938Z,167600893593809
"""andy @ jtCtnyHTSX"" posts a small blind of 0.02",2023-02-10T06:02:15.938Z,167600893593808
"Your hand is 5♠, A♦, 9♦, 8♦",2023-02-10T06:02:15.938Z,167600893593805
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (18.85) | #2 ""Jack @ 9SB4G8Xzs0"" (10.78) | #4 ""Matt @ QgTA6OD2cP"" (34.78) | #7 ""andy @ jtCtnyHTSX"" (16.29) | #9 ""Zach @ 0d09iha5xa"" (9.20) | #10 ""Emily @ Cv51BSc-hD"" (9.16)",2023-02-10T06:02:15.938Z,167600893593801
"-- starting hand #168 (id: ztve6qagson9)  (Pot Limit Omaha Hi) (dealer: ""Matt @ QgTA6OD2cP"") --",2023-02-10T06:02:15.938Z,167600893593800
"-- ending hand #167 --",2023-02-10T06:02:09.972Z,167600892997202
"""Rick @ NctV0vf9uC"" collected 4.20 from pot",2023-02-10T06:02:09.972Z,167600892997201
"Uncalled bet of 3.15 returned to ""Rick @ NctV0vf9uC""",2023-02-10T06:02:09.972Z,167600892997200
"""Zach @ 0d09iha5xa"" folds",2023-02-10T06:02:09.165Z,167600892916500
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T06:02:06.237Z,167600892623700
"""Rick @ NctV0vf9uC"" bets 3.15",2023-02-10T06:01:56.511Z,167600891651100
"""Zach @ 0d09iha5xa"" checks",2023-02-10T06:01:53.640Z,167600891364000
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T06:01:52.061Z,167600891206100
"Turn: Q♥, 6♠, 4♠ [4♦]",2023-02-10T06:01:49.693Z,167600890969300
"""Zach @ 0d09iha5xa"" calls 1.26",2023-02-10T06:01:48.825Z,167600890882500
"""andy @ jtCtnyHTSX"" folds",2023-02-10T06:01:47.660Z,167600890766000
"""Matt @ QgTA6OD2cP"" calls 1.26",2023-02-10T06:01:46.753Z,167600890675300
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T06:01:38.319Z,167600889831900
"""Rick @ NctV0vf9uC"" raises to 1.26",2023-02-10T06:01:36.998Z,167600889699800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T06:01:34.386Z,167600889438600
"""Zach @ 0d09iha5xa"" raises to 0.24",2023-02-10T06:01:29.600Z,167600888960000
"""andy @ jtCtnyHTSX"" calls 0.12",2023-02-10T06:01:27.725Z,167600888772500
"""Matt @ QgTA6OD2cP"" bets 0.12",2023-02-10T06:01:20.213Z,167600888021300
"Flop:  [Q♥, 6♠, 4♠]",2023-02-10T06:01:13.066Z,167600887306600
"""andy @ jtCtnyHTSX"" checks",2023-02-10T06:01:12.234Z,167600887223400
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T06:01:11.075Z,167600887107500
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T06:01:03.311Z,167600886331100
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T06:01:02.246Z,167600886224600
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T06:00:56.497Z,167600885649700
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T06:00:52.162Z,167600885216200
"""andy @ jtCtnyHTSX"" posts a big blind of 0.05",2023-02-10T06:00:48.838Z,167600884883809
"""Matt @ QgTA6OD2cP"" posts a small blind of 0.02",2023-02-10T06:00:48.838Z,167600884883808
"Your hand is J♥, 7♥, 3♥, 6♦",2023-02-10T06:00:48.838Z,167600884883805
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (15.96) | #2 ""Jack @ 9SB4G8Xzs0"" (10.83) | #4 ""Matt @ QgTA6OD2cP"" (36.09) | #7 ""andy @ jtCtnyHTSX"" (16.46) | #9 ""Zach @ 0d09iha5xa"" (10.51) | #10 ""Emily @ Cv51BSc-hD"" (9.21)",2023-02-10T06:00:48.838Z,167600884883801
"-- starting hand #167 (id: g3gm4oytecud)  (Pot Limit Omaha Hi) (dealer: ""Jack @ 9SB4G8Xzs0"") --",2023-02-10T06:00:48.838Z,167600884883800
"-- ending hand #166 --",2023-02-10T06:00:42.828Z,167600884282803
"""Matt @ QgTA6OD2cP"" shows a Q♠, 4♦, 3♠, Q♥.",2023-02-10T06:00:42.828Z,167600884282802
"""Zach @ 0d09iha5xa"" collected 1.39 from pot with Two Pair (combination: 10♦, 10♥, 8♣, 8♠, 5♦)",2023-02-10T06:00:42.828Z,167600884282801
"""Zach @ 0d09iha5xa"" shows a 10♦, K♦, 8♣, 2♣.",2023-02-10T06:00:42.828Z,167600884282800
"""Zach @ 0d09iha5xa"" calls 0.08",2023-02-10T06:00:41.935Z,167600884193500
"""Matt @ QgTA6OD2cP"" bets 0.08",2023-02-10T06:00:39.281Z,167600883928100
"River: 2♦, 3♥, 8♠, 10♥ [5♦]",2023-02-10T06:00:16.813Z,167600881681300
"""Zach @ 0d09iha5xa"" checks",2023-02-10T06:00:15.897Z,167600881589700
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T06:00:14.612Z,167600881461200
"Turn: 2♦, 3♥, 8♠ [10♥]",2023-02-10T06:00:11.053Z,167600881105300
"""Matt @ QgTA6OD2cP"" calls 0.39",2023-02-10T06:00:10.188Z,167600881018800
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T06:00:08.518Z,167600880851800
"""Rick @ NctV0vf9uC"" folds",2023-02-10T06:00:07.523Z,167600880752300
"""Zach @ 0d09iha5xa"" raises to 0.39",2023-02-10T06:00:05.444Z,167600880544400
"""Matt @ QgTA6OD2cP"" raises to 0.22",2023-02-10T06:00:02.568Z,167600880256800
"""Jack @ 9SB4G8Xzs0"" bets 0.05",2023-02-10T05:59:59.419Z,167600879941900
"Flop:  [2♦, 3♥, 8♠]",2023-02-10T05:59:57.184Z,167600879718400
"""Matt @ QgTA6OD2cP"" calls 0.10",2023-02-10T05:59:56.343Z,167600879634300
"""Jack @ 9SB4G8Xzs0"" calls 0.10",2023-02-10T05:59:47.415Z,167600878741500
"""Rick @ NctV0vf9uC"" calls 0.10",2023-02-10T05:59:46.508Z,167600878650800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:59:45.211Z,167600878521100
"""Zach @ 0d09iha5xa"" raises to 0.10",2023-02-10T05:59:44.324Z,167600878432400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:59:42.105Z,167600878210500
"""Matt @ QgTA6OD2cP"" posts a big blind of 0.05",2023-02-10T05:59:19.618Z,167600875961809
"""Jack @ 9SB4G8Xzs0"" posts a small blind of 0.02",2023-02-10T05:59:19.618Z,167600875961808
"Your hand is 3♣, 7♦, 5♠, 5♣",2023-02-10T05:59:19.618Z,167600875961805
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (16.06) | #2 ""Jack @ 9SB4G8Xzs0"" (10.98) | #4 ""Matt @ QgTA6OD2cP"" (36.66) | #7 ""andy @ jtCtnyHTSX"" (16.46) | #9 ""Zach @ 0d09iha5xa"" (9.69) | #10 ""Emily @ Cv51BSc-hD"" (9.21)",2023-02-10T05:59:19.618Z,167600875961801
"-- starting hand #166 (id: bmam0ohxrkdl)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T05:59:19.618Z,167600875961800
"""Emily @ Cv51BSc-hD"" shows a 2♦, 8♥, 8♣, 9♣.",2023-02-10T05:59:15.667Z,167600875566700
"""Zach @ 0d09iha5xa"" shows a 3♦, Q♥, 3♥, K♣.",2023-02-10T05:59:14.466Z,167600875446600
"-- ending hand #165 --",2023-02-10T05:59:12.612Z,167600875261203
"""Rick @ NctV0vf9uC"" shows a 3♣, Q♦, Q♠, J♥.",2023-02-10T05:59:12.612Z,167600875261202
"""Matt @ QgTA6OD2cP"" collected 5.00 from pot with Flush (combination: J♠, 7♠, 6♠, 5♠, 4♠)",2023-02-10T05:59:12.612Z,167600875261201
"""Matt @ QgTA6OD2cP"" shows a 9♥, 9♦, 7♠, 4♠.",2023-02-10T05:59:12.612Z,167600875261200
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T05:59:11.767Z,167600875176700
"""Rick @ NctV0vf9uC"" checks",2023-02-10T05:58:41.511Z,167600872151100
"River: 6♠, J♠, 4♦, 5♣ [5♠]",2023-02-10T05:58:38.396Z,167600871839600
"""Matt @ QgTA6OD2cP"" calls 1.50",2023-02-10T05:58:37.590Z,167600871759000
"""Rick @ NctV0vf9uC"" bets 1.50",2023-02-10T05:58:29.799Z,167600870979900
"Turn: 6♠, J♠, 4♦ [5♣]",2023-02-10T05:58:25.343Z,167600870534300
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:58:24.517Z,167600870451700
"""Matt @ QgTA6OD2cP"" calls 0.60",2023-02-10T05:58:23.626Z,167600870362600
"""Rick @ NctV0vf9uC"" bets 0.60",2023-02-10T05:58:18.660Z,167600869866000
"Flop:  [6♠, J♠, 4♦]",2023-02-10T05:58:05.132Z,167600868513200
"""Emily @ Cv51BSc-hD"" calls 0.25",2023-02-10T05:58:04.321Z,167600868432100
"""Matt @ QgTA6OD2cP"" calls 0.25",2023-02-10T05:58:01.768Z,167600868176800
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T05:57:58.180Z,167600867818000
"""Rick @ NctV0vf9uC"" raises to 0.25",2023-02-10T05:57:56.888Z,167600867688800
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T05:57:53.290Z,167600867329000
"""Zach @ 0d09iha5xa"" folds",2023-02-10T05:57:52.394Z,167600867239400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:57:50.602Z,167600867060200
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T05:57:49.658Z,167600866965800
"""Jack @ 9SB4G8Xzs0"" posts a big blind of 0.05",2023-02-10T05:57:45.912Z,167600866591209
"""Rick @ NctV0vf9uC"" posts a small blind of 0.02",2023-02-10T05:57:45.912Z,167600866591208
"Your hand is 10♠, 10♥, 2♥, 7♣",2023-02-10T05:57:45.912Z,167600866591205
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (18.41) | #2 ""Jack @ 9SB4G8Xzs0"" (11.03) | #4 ""Matt @ QgTA6OD2cP"" (34.01) | #7 ""andy @ jtCtnyHTSX"" (16.46) | #9 ""Zach @ 0d09iha5xa"" (9.69) | #10 ""Emily @ Cv51BSc-hD"" (9.46)",2023-02-10T05:57:45.912Z,167600866591201
"-- starting hand #165 (id: dd4vvkdpifmb)  (Pot Limit Omaha Hi) (dealer: ""Emily @ Cv51BSc-hD"") --",2023-02-10T05:57:45.912Z,167600866591200
"Undealt cards: A♣, 10♠, 9♦, 6♥ [A♠]",2023-02-10T05:57:42.200Z,167600866220000
"""Emily @ Cv51BSc-hD"" shows a 8♥, 2♠, 10♦, Q♠.",2023-02-10T05:57:42.158Z,167600866215800
"""Jack @ 9SB4G8Xzs0"" shows a 10♥, Q♥, 4♦, 6♣.",2023-02-10T05:57:40.623Z,167600866062300
"""Zach @ 0d09iha5xa"" shows a Q♦, J♠, 5♣, 8♣.",2023-02-10T05:57:39.997Z,167600865999700
"""Rick @ NctV0vf9uC"" shows a A♥, 5♦, 3♦, 8♦.",2023-02-10T05:57:39.116Z,167600865911600
"""Matt @ QgTA6OD2cP"" shows a 4♥, 7♥, 4♣, A♦.",2023-02-10T05:57:37.294Z,167600865729400
"-- ending hand #164 --",2023-02-10T05:57:36.509Z,167600865650902
"""Jack @ 9SB4G8Xzs0"" collected 2.79 from pot",2023-02-10T05:57:36.509Z,167600865650901
"Uncalled bet of 1.39 returned to ""Jack @ 9SB4G8Xzs0""",2023-02-10T05:57:36.509Z,167600865650900
"""Rick @ NctV0vf9uC"" folds",2023-02-10T05:57:35.653Z,167600865565300
"""Jack @ 9SB4G8Xzs0"" bets 1.39",2023-02-10T05:57:34.208Z,167600865420800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T05:57:27.281Z,167600864728100
"Turn: A♣, 10♠, 9♦ [6♥]",2023-02-10T05:57:26.366Z,167600864636600
"""Rick @ NctV0vf9uC"" calls 1.08",2023-02-10T05:57:25.511Z,167600864551100
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T05:57:23.729Z,167600864372900
"""Jack @ 9SB4G8Xzs0"" raises to 1.08",2023-02-10T05:57:10.046Z,167600863004600
"""Rick @ NctV0vf9uC"" raises to 0.15",2023-02-10T05:57:08.314Z,167600862831400
"""Matt @ QgTA6OD2cP"" raises to 0.10",2023-02-10T05:57:06.628Z,167600862662800
"""Jack @ 9SB4G8Xzs0"" bets 0.05",2023-02-10T05:57:02.198Z,167600862219800
"""Rick @ NctV0vf9uC"" checks",2023-02-10T05:56:59.197Z,167600861919700
"Flop:  [A♣, 10♠, 9♦]",2023-02-10T05:56:57.472Z,167600861747200
"""Jack @ 9SB4G8Xzs0"" calls 0.17",2023-02-10T05:56:56.658Z,167600861665800
"""Rick @ NctV0vf9uC"" calls 0.17",2023-02-10T05:56:55.718Z,167600861571800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:56:54.865Z,167600861486500
"""Zach @ 0d09iha5xa"" folds",2023-02-10T05:56:33.954Z,167600859395400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:56:33.118Z,167600859311800
"""Matt @ QgTA6OD2cP"" raises to 0.17",2023-02-10T05:56:29.381Z,167600858938100
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T05:56:25.298Z,167600858529800
"""Rick @ NctV0vf9uC"" posts a big blind of 0.05",2023-02-10T05:56:21.252Z,167600858125209
"""Emily @ Cv51BSc-hD"" posts a small blind of 0.02",2023-02-10T05:56:21.252Z,167600858125208
"Your hand is 5♠, 7♦, 2♣, 5♥",2023-02-10T05:56:21.252Z,167600858125205
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (19.66) | #2 ""Jack @ 9SB4G8Xzs0"" (9.49) | #4 ""Matt @ QgTA6OD2cP"" (34.28) | #7 ""andy @ jtCtnyHTSX"" (16.46) | #9 ""Zach @ 0d09iha5xa"" (9.69) | #10 ""Emily @ Cv51BSc-hD"" (9.48)",2023-02-10T05:56:21.252Z,167600858125201
"-- starting hand #164 (id: 79u6ax1vr2ov)  (Pot Limit Omaha Hi) (dealer: ""Zach @ 0d09iha5xa"") --",2023-02-10T05:56:21.252Z,167600858125200
"""Zach @ 0d09iha5xa"" shows a 6♠, 9♠, 3♣, 10♦.",2023-02-10T05:56:17.435Z,167600857743500
"""andy @ jtCtnyHTSX"" shows a 7♣, 10♣, 2♠, 8♣.",2023-02-10T05:56:15.985Z,167600857598500
"Undealt cards:  [A♥, A♣, J♣, Q♣, 4♥]",2023-02-10T05:56:14.398Z,167600857439800
"-- ending hand #163 --",2023-02-10T05:56:13.898Z,167600857389802
"""Rick @ NctV0vf9uC"" collected 0.73 from pot",2023-02-10T05:56:13.898Z,167600857389801
"Uncalled bet of 0.73 returned to ""Rick @ NctV0vf9uC""",2023-02-10T05:56:13.898Z,167600857389800
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:56:13.062Z,167600857306200
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T05:56:08.148Z,167600856814800
"""Rick @ NctV0vf9uC"" raises to 0.95",2023-02-10T05:56:06.691Z,167600856669100
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:55:57.512Z,167600855751200
"""Zach @ 0d09iha5xa"" folds",2023-02-10T05:55:56.653Z,167600855665300
"""andy @ jtCtnyHTSX"" calls 0.22",2023-02-10T05:55:55.772Z,167600855577200
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T05:55:49.981Z,167600854998100
"""Jack @ 9SB4G8Xzs0"" raises to 0.22",2023-02-10T05:55:40.256Z,167600854025600
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T05:55:37.982Z,167600853798200
"""Emily @ Cv51BSc-hD"" posts a big blind of 0.05",2023-02-10T05:55:36.082Z,167600853608209
"""Zach @ 0d09iha5xa"" posts a small blind of 0.02",2023-02-10T05:55:36.082Z,167600853608208
"Your hand is 7♣, 10♣, 2♠, 8♣",2023-02-10T05:55:36.082Z,167600853608205
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (19.15) | #2 ""Jack @ 9SB4G8Xzs0"" (9.71) | #4 ""Matt @ QgTA6OD2cP"" (34.28) | #7 ""andy @ jtCtnyHTSX"" (16.68) | #9 ""Zach @ 0d09iha5xa"" (9.71) | #10 ""Emily @ Cv51BSc-hD"" (9.53)",2023-02-10T05:55:36.082Z,167600853608201
"-- starting hand #163 (id: nx5zh9lv8rtu)  (Pot Limit Omaha Hi) (dealer: ""andy @ jtCtnyHTSX"") --",2023-02-10T05:55:36.082Z,167600853608200
"""Zach @ 0d09iha5xa"" shows a K♠, 7♦, 2♣, 10♠.",2023-02-10T05:55:33.411Z,167600853341100
"""Emily @ Cv51BSc-hD"" shows a J♣, 10♣, K♦, 6♣.",2023-02-10T05:55:33.242Z,167600853324200
"-- ending hand #162 --",2023-02-10T05:55:31.745Z,167600853174502
"""Rick @ NctV0vf9uC"" collected 2.31 from pot",2023-02-10T05:55:31.745Z,167600853174501
"Uncalled bet of 0.89 returned to ""Rick @ NctV0vf9uC""",2023-02-10T05:55:31.745Z,167600853174500
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T05:55:30.882Z,167600853088200
"""Rick @ NctV0vf9uC"" bets 0.89",2023-02-10T05:55:20.403Z,167600852040300
"River: A♣, J♥, J♠, 6♦ [5♣]",2023-02-10T05:55:16.335Z,167600851633500
"""Zach @ 0d09iha5xa"" folds",2023-02-10T05:55:15.464Z,167600851546400
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:55:14.454Z,167600851445400
"""Matt @ QgTA6OD2cP"" calls 0.69",2023-02-10T05:55:10.589Z,167600851058900
"""Rick @ NctV0vf9uC"" bets 0.69",2023-02-10T05:55:08.980Z,167600850898000
"""Zach @ 0d09iha5xa"" checks",2023-02-10T05:55:06.091Z,167600850609100
"""andy @ jtCtnyHTSX"" checks",2023-02-10T05:55:05.244Z,167600850524400
"Turn: A♣, J♥, J♠ [6♦]",2023-02-10T05:55:01.974Z,167600850197400
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T05:55:01.159Z,167600850115900
"""Rick @ NctV0vf9uC"" checks",2023-02-10T05:54:55.786Z,167600849578600
"""Zach @ 0d09iha5xa"" checks",2023-02-10T05:54:53.742Z,167600849374200
"""andy @ jtCtnyHTSX"" checks",2023-02-10T05:54:52.648Z,167600849264800
"Flop:  [A♣, J♥, J♠]",2023-02-10T05:54:49.692Z,167600848969200
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:54:48.882Z,167600848888200
"""Zach @ 0d09iha5xa"" calls 0.22",2023-02-10T05:54:47.985Z,167600848798500
"""andy @ jtCtnyHTSX"" calls 0.22",2023-02-10T05:54:46.615Z,167600848661500
"""Matt @ QgTA6OD2cP"" calls 0.22",2023-02-10T05:54:36.784Z,167600847678400
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T05:54:34.228Z,167600847422800
"""Rick @ NctV0vf9uC"" raises to 0.22",2023-02-10T05:54:30.194Z,167600847019400
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T05:54:26.742Z,167600846674200
"""Zach @ 0d09iha5xa"" posts a big blind of 0.05",2023-02-10T05:54:22.024Z,167600846202409
"""andy @ jtCtnyHTSX"" posts a small blind of 0.02",2023-02-10T05:54:22.024Z,167600846202408
"Your hand is 5♥, Q♥, Q♠, 2♠",2023-02-10T05:54:22.024Z,167600846202405
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (17.75) | #2 ""Jack @ 9SB4G8Xzs0"" (9.71) | #4 ""Matt @ QgTA6OD2cP"" (35.19) | #7 ""andy @ jtCtnyHTSX"" (16.90) | #9 ""Zach @ 0d09iha5xa"" (9.93) | #10 ""Emily @ Cv51BSc-hD"" (9.58)",2023-02-10T05:54:22.024Z,167600846202401
"-- starting hand #162 (id: 14b0uteosdlr)  (Pot Limit Omaha Hi) (dealer: ""Matt @ QgTA6OD2cP"") --",2023-02-10T05:54:22.024Z,167600846202400
"""Rick @ NctV0vf9uC"" shows a 2♠, 8♥, 7♣, 3♥.",2023-02-10T05:54:20.569Z,167600846056900
"""Zach @ 0d09iha5xa"" shows a 6♥, 5♦, Q♥, 3♦.",2023-02-10T05:54:19.888Z,167600845988800
"-- ending hand #161 --",2023-02-10T05:54:17.719Z,167600845771902
"""Matt @ QgTA6OD2cP"" collected 2.98 from pot",2023-02-10T05:54:17.719Z,167600845771901
"Uncalled bet of 1.00 returned to ""Matt @ QgTA6OD2cP""",2023-02-10T05:54:17.719Z,167600845771900
"""Rick @ NctV0vf9uC"" folds",2023-02-10T05:54:16.873Z,167600845687300
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:54:16.011Z,167600845601100
"""Matt @ QgTA6OD2cP"" bets 1.00",2023-02-10T05:54:14.809Z,167600845480900
"River: 3♠, 9♣, 8♣, 6♦ [4♣]",2023-02-10T05:54:11.384Z,167600845138400
"""Rick @ NctV0vf9uC"" calls 0.66",2023-02-10T05:54:10.543Z,167600845054300
"""andy @ jtCtnyHTSX"" calls 0.66",2023-02-10T05:54:09.522Z,167600844952200
"""Matt @ QgTA6OD2cP"" raises to 0.66",2023-02-10T05:54:08.006Z,167600844800600
"""Rick @ NctV0vf9uC"" calls 0.25",2023-02-10T05:54:03.942Z,167600844394200
"""andy @ jtCtnyHTSX"" bets 0.25",2023-02-10T05:54:02.638Z,167600844263800
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T05:53:55.722Z,167600843572200
"Turn: 3♠, 9♣, 8♣ [6♦]",2023-02-10T05:53:52.088Z,167600843208800
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:53:51.200Z,167600843120000
"""andy @ jtCtnyHTSX"" calls 0.25",2023-02-10T05:53:50.319Z,167600843031900
"""Matt @ QgTA6OD2cP"" calls 0.25",2023-02-10T05:53:44.459Z,167600842445900
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T05:53:41.399Z,167600842139900
"""Rick @ NctV0vf9uC"" bets 0.25",2023-02-10T05:53:38.064Z,167600841806400
"""Emily @ Cv51BSc-hD"" checks",2023-02-10T05:53:34.098Z,167600841409800
"""andy @ jtCtnyHTSX"" checks",2023-02-10T05:53:33.200Z,167600841320000
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T05:53:09.141Z,167600838914100
"Flop:  [3♠, 9♣, 8♣]",2023-02-10T05:52:16.402Z,167600833640200
"""andy @ jtCtnyHTSX"" checks",2023-02-10T05:52:15.582Z,167600833558200
"""Matt @ QgTA6OD2cP"" calls 0.05",2023-02-10T05:52:10.093Z,167600833009300
"""Jack @ 9SB4G8Xzs0"" calls 0.05",2023-02-10T05:51:51.566Z,167600831156600
"""Rick @ NctV0vf9uC"" calls 0.05",2023-02-10T05:50:38.508Z,167600823850800
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T05:50:37.633Z,167600823763300
"""Zach @ 0d09iha5xa"" folds",2023-02-10T05:50:36.771Z,167600823677100
"""andy @ jtCtnyHTSX"" posts a big blind of 0.05",2023-02-10T05:50:33.663Z,167600823366309
"""Matt @ QgTA6OD2cP"" posts a small blind of 0.02",2023-02-10T05:50:33.663Z,167600823366308
"Your hand is 4♥, 9♦, 8♦, A♣",2023-02-10T05:50:33.663Z,167600823366305
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (18.71) | #2 ""Jack @ 9SB4G8Xzs0"" (9.76) | #4 ""Matt @ QgTA6OD2cP"" (33.17) | #7 ""andy @ jtCtnyHTSX"" (17.86) | #9 ""Zach @ 0d09iha5xa"" (9.93) | #10 ""Emily @ Cv51BSc-hD"" (9.63)",2023-02-10T05:50:33.663Z,167600823366301
"-- starting hand #161 (id: sis8euiwdjkz)  (Pot Limit Omaha Hi) (dealer: ""Jack @ 9SB4G8Xzs0"") --",2023-02-10T05:50:33.663Z,167600823366300
"-- ending hand #160 --",2023-02-10T05:50:30.720Z,167600823072002
"""Zach @ 0d09iha5xa"" collected 2.64 from pot",2023-02-10T05:50:30.720Z,167600823072001
"Uncalled bet of 2.64 returned to ""Zach @ 0d09iha5xa""",2023-02-10T05:50:30.720Z,167600823072000
"""Rick @ NctV0vf9uC"" folds",2023-02-10T05:50:29.897Z,167600822989700
"""Zach @ 0d09iha5xa"" bets 2.64",2023-02-10T05:50:28.863Z,167600822886300
"River: 2♦, 3♥, 6♣, J♠ [9♥]",2023-02-10T05:50:20.847Z,167600822084700
"""Rick @ NctV0vf9uC"" checks",2023-02-10T05:50:19.997Z,167600821999700
"""Zach @ 0d09iha5xa"" checks",2023-02-10T05:50:18.436Z,167600821843600
"Turn: 2♦, 3♥, 6♣ [J♠]",2023-02-10T05:50:15.114Z,167600821511400
"""Matt @ QgTA6OD2cP"" folds",2023-02-10T05:50:14.293Z,167600821429300
"""Rick @ NctV0vf9uC"" calls 0.88",2023-02-10T05:50:02.589Z,167600820258900
"""Zach @ 0d09iha5xa"" bets 0.88",2023-02-10T05:49:57.736Z,167600819773600
"""Matt @ QgTA6OD2cP"" checks",2023-02-10T05:49:53.691Z,167600819369100
"Flop:  [2♦, 3♥, 6♣]",2023-02-10T05:49:49.982Z,167600818998200
"""Emily @ Cv51BSc-hD"" folds",2023-02-10T05:49:49.085Z,167600818908500
"""Zach @ 0d09iha5xa"" calls 0.27",2023-02-10T05:49:45.690Z,167600818569000
"""Matt @ QgTA6OD2cP"" calls 0.27",2023-02-10T05:49:44.159Z,167600818415900
"""Jack @ 9SB4G8Xzs0"" folds",2023-02-10T05:49:42.422Z,167600818242200
"""Rick @ NctV0vf9uC"" raises to 0.27",2023-02-10T05:49:41.525Z,167600818152500
"""Emily @ Cv51BSc-hD"" calls 0.05",2023-02-10T05:49:37.460Z,167600817746000
"""Zach @ 0d09iha5xa"" calls 0.05",2023-02-10T05:49:34.506Z,167600817450600
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:49:33.065Z,167600817306500
"""Matt @ QgTA6OD2cP"" posts a big blind of 0.05",2023-02-10T05:49:30.751Z,167600817075109
"""Jack @ 9SB4G8Xzs0"" posts a small blind of 0.02",2023-02-10T05:49:30.751Z,167600817075108
"Your hand is 4♦, A♠, 3♣, J♣",2023-02-10T05:49:30.751Z,167600817075105
"Player stacks: #1 ""Rick @ NctV0vf9uC"" (19.86) | #2 ""Jack @ 9SB4G8Xzs0"" (9.78) | #4 ""Matt @ QgTA6OD2cP"" (33.44) | #7 ""andy @ jtCtnyHTSX"" (17.86) | #9 ""Zach @ 0d09iha5xa"" (8.44) | #10 ""Emily @ Cv51BSc-hD"" (9.68)",2023-02-10T05:49:30.751Z,167600817075101
"-- starting hand #160 (id: exsukwffhoyl)  (Pot Limit Omaha Hi) (dealer: ""Rick @ NctV0vf9uC"") --",2023-02-10T05:49:30.751Z,167600817075100
"""Zach @ 0d09iha5xa"" shows a 4♣, 5♥, A♦, 3♦.",2023-02-10T05:49:26.264Z,167600816626400
"Undealt cards: A♣, J♥, J♠ [2♠, 5♣]",2023-02-10T05:49:24.567Z,167600816456700
"-- ending hand #159 --",2023-02-10T05:49:24.148Z,167600816414802
"""Rick @ NctV0vf9uC"" collected 0.80 from pot",2023-02-10T05:49:24.148Z,167600816414801
"Uncalled bet of 0.60 returned to ""Rick @ NctV0vf9uC""",2023-02-10T05:49:24.148Z,167600816414800
"""andy @ jtCtnyHTSX"" folds",2023-02-10T05:49:23.276Z,167600816327600
